#  file: sfRawRanks2009-Jun.txt
#  package: sfRawData2009-Jun
#  description of file/package:
#
#  This package includes raw data files from our database of Sourceforge project 
#  information generated from the list of projects gathered on 2009-Jun
#
#  Raw data was inserted into database by running the scripts:
#  parseStats60.pl
#
#  ===IMPORTANT===
#  This particular file includes ranks data for each project. This info 
#  is averaged based on the daily ranks data for the previous 60 days.
#  ===============
#
#  Scripts & raw data available at http://ossmole.sourceforge.net
#  Scripts written by Megan Squire and contributed to the FLOSSmole project
#
#  This data is free and available for any use (after all we just spidered it ;).
#  We do however request that those using the data in any published form provide 
#  a citation to: FLOSSmole Project (2004-2008) SourceForge Available at: 
#  http://ossmole.sourceforge.net
#
#  The SQL used to generate this data is as follows:
#
#  SELECT proj_unixname, round(avg(rank))
#  FROM `project_statistics_60` 
#  WHERE datasource_id=172
#  GROUP BY proj_unixname
#
#  description of columns:
#  proj_unixname: the name of the project at sourceforge (PK)
#  rank: the average of ranks for this 60-day period 
proj_unixname	round(avg(rank))
jwebapplication	67254
jwebbox	70786
jwebbuilding	10486
jwebc	57718
jwebcalendar	66811
jwebcam	8814
jwebchart	9189
jwebcomponents	51393
jwebcontent	59347
jwebdavsync	95449
jwebdb	109796
jwebdbadmin	61596
jwebdir	75867
jwebdoc	75438
jwebdust	130564
jwebedix	81007
jweblog	154003
jwebmail	6433
jwebmail-tools	43406
jwebmanager	124858
jwebmonitor	51591
jwebpack	84633
jwebpro	49810
jwebserv	86843
jwebshell	56619
jwebspider	102464
jwebstar	48506
jwebstats	70220
jwebtasks	100058
jwebtest	95214
jwebtracker	164380
jwebunit	2776
jwebupload	50291
jwebviews	19073
jweight	119390
jwesso	117434
jwf	28635
jwfc	27467
jwflow	110453
jwflvplayer	29000
jwflvytplaylist	79693
jwgc	12289
jwget	55870
jwhoisserver	8697
jwic	11606
jwidefender	69817
jwidgets	93912
jwidgetsfw	59419
jwii	112608
jwiipie	43216
jwikiapi	59379
jwikiplatform	149277
jwikitools	33034
jwikiwiki	144023
jwiktionary	99259
jwinauto	49709
jwine	98760
jwinexe	0
jwing	136187
jwinlib	157925
jwirelessmobili	99263
jwizard	67867
jwizardapi	94899
jwizardcmponent	45249
jwizardmenu	69772
jwlanscan	7472
jwlansurvey	58320
jwm	36576
jwma	5033
jwmodgen	41544
jwms	167552
jwmsclient	17917
jwo-iso-000	54282
jwolfpack	146558
jwoody	147556
jwopms	112248
jword	111040
jwordgames	50167
jwordnet	6830
jwordplay	47839
jwords	0
jwordsplitter	28517
jwork	100776
jworkbook	14238
jworker	44000
jworkfloweditor	118238
jworkosgi	80807
jworksheet	3286
jworktime	31932
jworldclock	112646
jworms	44466
jworship	53035
jwow	137148
jwowsystem	113772
jwoz	75416
jwp	41826
jwpa	3230
jwps	88317
jwr-iss	56515
jwrap	65689
jwrestling	4002
jwriter	104344
jwrl	81502
jwru	52902
jws	65181
jws-plugin-auth	74072
jwsclass	162998
jwsdl	93751
jwsdltck	57645
jwse	53776
jwservicerecord	95660
jwsf	10040
jwsgrid	54362
jwsmtp	16510
jwsns	105704
jwsperf	107404
jwsr	95578
jwst	108069
jwsxtool	66743
jwtf	101600
jwtm	4725
jwurfl	31318
jwwebstudio	85074
jwwm	29193
jwwmvplayer	28996
jwx	46906
jwxinstmod	85374
jwykres	80595
jx-editor	84170
jx-unit	106384
jx2	95982
jxa	29151
jxarcade	25507
jxbase	121335
jxbattleship	77533
jxbeans	92741
jxbee	16579
jxbmapeditor	57788
jxbot	59849
jxbre	40591
jxbrl	170414
jxbt	139887
jxcal	151047
jxcalc	52036
jxcell	27234
jxchange	62911
jxchangemail	94836
jxcl	42139
jxcom	95773
jxconfig	154241
jxdb	56503
jxdbcon	30613
jxdbx	0
jxengine	148529
jxfire	13488
jxforms	71835
jxframework	88902
jxfreedb	77426
jxgrabkey	7856
jxhtml	151585
jxhtmledit	4013
jxhub	43485
jxim	132468
jximport	113792
jxine	135533
jxineremote	151418
jxl	16666
jxla	24638
jxls	700
jxltdk	117646
jxm	58626
jxmail	63410
jxmas	73551
jxmenu	47267
jxml2owl	63553
jxml2sql	53524
jxmla	136317
jxmleditor	50578
jxmlftp	78173
jxmlgui	124837
jxmlguibuilder	2799
jxmllog	178767
jxmlparser	122849
jxmlreccompar	153133
jxmlschema	152985
jxmlsql	62597
jxmlss	8855
jxmltool	168377
jxmlx	91753
jxmms2	107632
jxmpp	13018
jxn	90490
jxopc	138255
jxord-mango	136764
jxos	57888
jxp	32126
jxpfw	11396
jxpg	68594
jxpilot	22838
jxplorateur	68853
jxplorer	3082
jxpose	56833
jxpress	8506
jxpsdk	137465
jxquery	40743
jxquick	7911
jxrate	53523
jxref	54564
jxrename	105020
jxrtf	138802
jxschema	136941
jxsd	112694
jxshop	99297
jxsltdoc	122770
jxsql	116603
jxssprotection	71484
jxta4slide	151497
jxtachat	28042
jxtarok	143736
jxtask	53581
jxtatf	123757
jxtray	35595
jxul	40609
jxul2	172403
jxunit	12207
jxutil	42556
jxv	41776
jxwaf	167218
jxwb	14963
jxweb	10600
jxwebflow	126493
jxwebmail	127404
jxword	139993
jxyner	14346
jxyz	63684
jyaalib	67751
jyahoo	174907
jyahoolib	158142
jyahoosearchsdk	44782
jyahtzee	33260
jyaml	12725
jyampplink	0
jyass	110103
jyatda	119353
jyconsole	119447
jydbconsole	46871
jydom	141008
jydt	45172
jyenc	53317
jylab	109269
jylog	63151
jymag	22277
jymamp	114012
jymessenger	57978
jymsg9	9761
jymsgsms	116098
jynergy	130543
jyntax	19241
jynx	32935
jyotish	101135
jyoutuber	25478
jyrax	40141
jyrc	112719
jyro	137452
jytageditor	97724
jython	237
jyvis	40783
jywiki	183460
jyz	72941
jz-decliner	28846
jz3950	43704
jzamok	107159
jze	127471
jzen	113242
jzeno	5598
jzforum	24338
jzgraph	75810
jzip	14122
jziplib	80187
jzipupdate	39501
jzjkit	20062
jzmconsole	1990
jzonic	14810
jzonic-portlets	38966
jzooomr	63436
jzsmartmort	6389
jzw	63689
jzwiki	38887
k-2	49863
k-4	104598
k-acpi	73858
k-aradio	20101
k-asm	57390
k-automaton	71501
k-box	124108
k-d-e	104468
k-e	95244
k-fig	112410
k-file	5438
k-g-d	83571
k-game	30228
k-gameui	109109
k-guestbook	37057
k-li	65937
k-map	12608
k-meleon	124761
k-meleonbrasil	108249
k-meleonccfme	1522
k-net-licensing	50772
k-noc-k	129572
k-o-mail	126311
k-os	151472
k-oska	120128
k-shaper	45697
k-sketch	120105
k-stor	35411
k-stunnel	33111
k-torrent	39425
k-web	38297
k-yamo	5266
k123prog	123411
k12addressbook	153906
k12admin	167426
k12thesis	67463
k12wincd	63582
k1ftp	106503
k1rpg	86580
k223prj	77209
k2c	132813
k2devel	72229
k2msg	110665
k2phplib	114058
k2sip	103900
k2tguide	103206
k2thingz	25749
k2wrpg	151521
k3b	901
k3b-verify	79426
k3dcad	41967
k3ddesktop	69342
k3dsurf	3217
k3nanalyzer	137402
k3studio	45437
k3x	40179
k4bb	139294
k4k	111199
k5ndesktopcal	4716
k5njournal	8083
k6-rpms	58140
k64	49344
k7103	5838
k7z	8558
k8000mct	58945
k8001ide	120697
k8055-java-wrap	67203
k8055d	25973
k8055mac	43880
k8055usbosx	50571
k8055utils	8116
k8061	45776
k8061utils	19355
k8062forlinux	17271
k9copy	567
k9toolkit	24552
ka-tools	33398
ka3d	20014
kaa	183567
kaa-editor	114914
kaan	141923
kaash	171777
kaasi	93718
kaatu	149922
kaazinggateway	88394
kab2wl	83179
kabaj	99381
kabalak	67193
kabanonline	120428
kabanos	113195
kabber	115494
kabeja	5174
kabikaboo	44115
kable	57703
kablog-j2me	39169
kaboblocks	94804
kabonfootprint	93662
kaboodle	3840
kabook	32112
kaboom	120484
kabootar	50244
kaboum	53244
kabrioletmobile	2197
kabuk	112531
kabuk3	29226
kabuto	27072
kabylon	68373
kaccess	134265
kaccucheck	139682
kachina	45269
kacl	74325
kacms	71027
kacoma	67445
kacst-atts	42918
kad	31907
kadabra	26930
kadatafox	131372
kadathmud	51539
kadc	27183
kadd	124607
kade	98561
kadet	45927
kadime	109198
kadix	182940
kadiya	117859
kadp3p	114972
kadry	42621
kadte	99425
kadu	52731
kaede	106817
kaeru	130152
kaesum	116952
kaf	40351
kafe	74158
kafejka	84750
kafenio	42722
kafepos	29262
kaffeecos	61681
kaffeinesuite	100746
kaffepizzas	174290
kaffesdl	127472
kafka	8270
kagbeni	70397
kagduc	77432
kagee	54345
kageki	46852
kagent	35191
kagi	110938
kagiru	36717
kagpro	164141
kahakai	22682
kahemba	21001
kaho	52784
kaho-01	20277
kahuna	47335
kahve	137924
kai	29637
kai-ultra-board	71656
kaibot	138207
kaibuddy	126616
kaicon	78641
kaidb	27638
kaikki	102531
kail	48786
kaimitsu	111977
kaina	115296
kainoabioid	142014
kaiopera	149708
kairos	94923
kaistar	63514
kaitairc	129396
kaiui	138159
kaiuwe	79901
kaiview	55066
kaixax555	85246
kaizen-rpmde	72453
kaji	145756
kakadu	44632
kakakmuda	145419
kakaru	137077
kakilik	149453
kaktuscms	58666
kakurohelper	114562
kala	22449
kalah	179624
kalaha	76030
kalahaonline	120551
kalamaja	129060
kalamarbn	70486
kalameh	140765
kalantiaw	83326
kalashnikovdb	27452
kalaten	57282
kalc	49621
kalcatel	13916
kalchas	40158
kalcline	79006
kalculate	63761
kalculateaccoun	91011
kaldo	115427
kaldown	169831
kale1d0sc0pe	93545
kaleidoscope	95388
kalendaewidget	36529
kalendar	67144
kalendarz	77237
kalender	17860
kalenderbali	70429
kalendus	59881
kalenga	31103
kalgebra	49938
kalgoron	107924
kali-ma	80225
kalia	125986
kalich	35609
kalimba	97920
kalinote	136876
kalkar	57805
kalki	35871
kalku	114794
kalkulation	15816
kallcenter	53921
kallconversion	23358
kalleload	117795
kallery	61732
kalli	97616
kalliope	39441
kalliphonia	106228
kallm	0
kally	19677
kalm	143274
kalman	8882
kalmiya	129946
kaloa	107713
kalodidaskalos	81547
kalogger	139078
kalonline	75337
kalpa	24757
kalpa-mxs	121846
kalsamix	50417
kalsamixer	154136
kaltura	3878
kalwa	32511
kalxy02	139529
kalypso	2706
kalypsobase	11825
kalzip	67699
kam	73756
kamacess	111571
kamaelia	27493
kamajii	58375
kamakura	87057
kamapsp	110516
kamatis	19133
kamband	45221
kambashare	92513
kambing	90129
kamedata	88530
kameleon	26122
kameleonvcl	135096
kamemu	95097
kami	87798
kamiariduki	12549
kamibroke	59780
kamicounter	71502
kamikaze	60719
kamikaze-web	88128
kamion	130579
kamion2	20719
kamiwaai	66101
kamix	37998
kammu	46720
kamoflage	110892
kamparealis	123836
kamtsan	21599
kamus	167173
kamvu	107293
kana	72573
kana-input	78225
kanaattacks	55584
kanagram	73267
kanainvaders	26615
kanakanjidrill	20328
kanakita	110755
kanalishers	121256
kanamiproject	135223
kanamobile	96635
kananoshiai	132249
kanaputs	68578
kanaquiz	66038
kanaquizzer	96466
kanasensei	6378
kanatalv	22599
kanatool	110484
kanatrain	69797
kandelo	6401
kanga	89572
kangaroo	29347
kangasound	7181
kangedit	80608
kanimus	102772
kanji-renshuu	105352
kanji2pdf	122035
kanjicrammer	60805
kanjihwr	39072
kanjimouse	26982
kanjistrike	15240
kanjitrain	83105
kanjitt	141326
kanjix	140031
kanjixml	47876
kann4bix	115246
kannada	9157
kannada-engine	123220
kannadacorpus	19994
kannasaver	63252
kannelbox	99290
kannelrelease	58245
kanoodo-temp	91478
kanoosh	0
kanopia	110525
kanotcl	62312
kanren	15696
kanrinin	57281
kanro	0
kansi	0
kanta	75056
kantan	53967
kantaris	6708
kantv	110426
kaolak	58662
kaon-ext	43722
kaos	117623
kaoscheatbot	59344
kaosircd	21568
kaoticworld	79608
kap	69602
kapcha	57720
kapdf	87297
kapere	41632
kaperfmon	139613
kaph	150878
kapi	139266
kapici	55008
kapir	87339
kapital	0
kapitalist	17560
kaplayground	143201
kapooka	53433
kapp	91319
kappalayout	4202
kappasvn	55591
kapps	91964
kaprekar	26367
kapriccio	137434
kapsoftware	89064
kapta	105616
kaptain	11322
kaptleen	73097
kaql	25394
kara-tk	96529
karaife	97358
karakoram	70775
karamba	0
karambar	81033
karaok	18071
karaoke	121089
karaoke-dx	4101
karaokeconsmil	60508
karaokediskeunp	44596
karaokemachine	35763
karaokemanager	60136
karaokesongutil	32911
karapace	34493
karapohi	43110
kararver	27721
karas	42692
karatasi	357
kard	79090
kardia	132503
kardz	14717
karekol	64039
karel	35484
karelnb	15460
karelparser	23187
karelpp	135122
karesansui	36547
karhukopla	77504
karia2	106914
karibu	105821
karigari	99729
karis	26995
karishma	157361
karitata	27660
karkanoid	24907
karlnet-cfg	108094
karlweb	34684
karma	45775
karma-german	108229
karma-tools	138628
karma-wow	107078
karmail	139964
karmalib	54439
karmamod	8660
karmascope	115990
karmatracker	74199
karmawinportal	146980
karmod	131711
karn	68160
karna	3679
karnaugh-map	118512
karo	117475
karobar	61054
karonte	102870
karoshi	39289
karpathos	56429
karpincho	122233
karproject	15296
karpuz	69543
karriblog	120397
karrigell	1185
karsten	9559
kart	85287
kart-framework	124527
kart4toon	135804
kartmanager	19245
karto	8846
kartomnt	11176
kartonxes	44509
kartoonz	148208
karttaselain	92998
kartulator	118611
kartunes	127085
karuna	155074
karvis	67222
karzule	136508
kasai	34338
kasalb	131792
kasbah	107684
kasciiview	117570
kaservice	114931
kasetool	156741
kash	29828
kasha	50066
kashidaakaari	22603
kashiff	111868
kashiki-go	130384
kashmir	23113
kashmoney	69445
kasino	90592
kasir	0
kaskade	115249
kasludo	74546
kasm	125268
kasma	99816
kasor-erp	89609
kasound	45049
kaspaliste	55863
kasper	56024
kaspersyturkish	6257
kassanova	24419
kassenbuch	74615
kassiope	61020
kasterx	58217
kastor-game	147101
kastrometry	88308
kasturi	118901
kasws	27398
kat	37146
katabafunc	78306
katalog	91568
kataloga	81923
katalyzer	21998
katama	133356
katan	150853
katana	105891
katapult	31785
katar-lib	117418
katastrophe	89132
kate-prj-mng	44655
katerchen	97055
katgen	79654
katgwidget	80537
kath	120581
kathaetris	61402
kathak	136629
kathasia	111136
kathenarpgsvr	57996
kathode	103215
kati	95114
katie	19218
katie-doc	20142
katilog	110597
katip	129377
katistic	153980
katkam-collab	22726
katmandu	130179
katmus	25886
katoms	40155
katraka	124085
katrin	108539
katrinusa	90045
katta	1056
katterbox	88786
katvef	40254
katy	42301
katyacms	137919
katyalix	123230
katyshop	63025
katzundmaus	94561
kau	136200
kaubuso	44621
kaunet	18186
kaupunki	118667
kauri	12188
kaustubha	90515
kaustubhhere	70612
kauthamproject	66080
kautoconfigure	50848
kava	145865
kavenc	33105
kavi	145498
kavid	59195
kavmailcheck	60185
kavool	99535
kavu	100872
kaw	62149
kawa	32709
kawaii-battle	104794
kawaii-engine	116245
kawaiigl	16825
kawaiiriver	80948
kawan	63061
kawari	8192
kawasar	116345
kaweth	45960
kawf	21342
kawooa-chat	40181
kawt	186948
kay	130989
kaya	8037
kaya-engine	105125
kayagres	179566
kayali	43335
kayamandu	30981
kayapo	55412
kaybot	55113
kayestry	119754
kayko	119185
kaylo	63717
kaym	122274
kayos	109668
kayou	145706
kayra	49489
kazam	82634
kazama	21903
kazanphdb	174334
kazbah	160058
kaze	72024
kazemekis	89062
kazimir	7690
kazlinux	26253
kazzeggio	90392
kb-	157779
kb-online	49035
kb297684-fix	83875
kb2kskype	1215
kbackup	14111
kbackup-manager	109496
kball	31879
kbang	100181
kbangla	147007
kbanner	177134
kbarcode	23415
kbase	113620
kbasepc	175558
kbatt	50068
kbattery	11298
kbb	23426
kbbdb	30189
kbbim	63419
kbbioffline	96950
kbbionline	96948
kbbuilder	63067
kbd-ar-tr-phon	121401
kbd-mangler	38493
kbd-trainer	106123
kbdbabel	114671
kbdc	30735
kbde	10321
kbdlogger	153221
kbdshortcuted	70574
kbeam	56312
kbear	0
kbedic	8081
kbee-workflow	38380
kberichtsheft	59294
kbfd	56117
kbfree	151438
kbfx	8529
kbico	123686
kbiff	38510
kbigtwo	64224
kbimageviewer	15485
kbinview	66217
kblenderutils	97879
kblockdd	19137
kblog	109603
kblogwriter	124095
kblticker	49638
kbmur	81332
kbnet	123976
kbnms	109281
kboard	46803
kboardforum	46755
kboinc	70231
kboincmgr	46756
kboincspy	24049
kbok	115792
kbookreader	108745
kbooks	15519
kboombox	98362
kboot	103739
kbootsplash	49429
kbore	174770
kbot	73410
kbot-irc	53759
kbox	38717
kbox-mvc	65418
kbp	30961
kbpack	96829
kbpartition	55493
kbproject	133430
kbpublisher	26560
kbrightness	38435
kbrougham	116015
kbsadvicer	90897
kbsaro	103142
kbsizer	31711
kbskit	3847
kbslive	111127
kbt	38340
kbterm	82735
kbth	113707
kbtlocker	76316
kbtmanager	83615
kbtsco	117053
kbtv	55631
kbuild	16295
kbuoy	145200
kbupdater	69317
kburtkugerl	81769
kbuti	61058
kbvote	82697
kbzsite	117681
kc-ircd	23941
kc-typo3	116398
kc3d	52004
kc8yhorepeater	51625
kcac	93351
kcake	141984
kcalmeter	30418
kcards	117321
kcart	48847
kcasino	118302
kcast	52335
kcavepentrix	43786
kcb	64702
kccc	71910
kcchess	114923
kcd	6871
kcdbtest	81760
kcdcover	182406
kcddaemon	77514
kcddda2mp3	71763
kcdlabel	35811
kcdorganizer	148081
kcdread	38829
kcdspeed	70282
kceasy	5852
kceasy-portable	19247
kcemu	4742
kcfx	94096
kchangelogedit	158535
kcharmap	68160
kchart	41532
kchat	56932
kche	120582
kcheat	39040
kcheck	7835
kchecker	144397
kcheckgmail	6112
kchemius	68500
kchildlock	29720
kchm	34798
kchmnew	38582
kchmviewer	20747
kchords	53533
kcide	70536
kcite	53540
kclamav	61592
kclipbrowser	75810
kclutter	94584
kcmdhcpd	57861
kcms	129181
kcms-editorial	65623
kcolors	17313
kcomain	75395
kcomic	53394
kcommander	0
kcommanderqt3	176488
kcommercexphp5	117376
kconfig-eclipse	143143
kconfigure	16273
kconstruct	74483
kconvert	61422
kcormforjoomla	97349
kcpinstall	113586
kcpp	70423
kcppunit	132561
kcpufreq	0
kcpumonitor	70750
kcr	162244
kcrypt	45236
kcrypto	61392
kctorrent	111427
kcwebtelnet	53663
kcwiki	70342
kcyclopes	137972
kd7ttt	98450
kdaf	82208
kdao	16030
kdapl	48891
kdar	3835
kdash	66847
kdateday	117729
kdb-rh9	74801
kdbrutesimple	74508
kdc	103843
kdc2tiff	18461
kdd	72067
kde-bluetooth	9066
kde-bp-builder	91604
kde-cvsbuild	55251
kde-cygwin	7437
kde-czech	44514
kde-eclipse	128975
kde-francophone	111649
kde-hig	143846
kde-i18n-fi	180398
kde-l10n-mr	103211
kde-reactos	22819
kde-sk	27139
kde-solaris	174777
kde-tamizh	115028
kde-vi	85428
kde-win-msvc90	49508
kde-windows	885
kde20devel	68270
kde4mc	54972
kdedimmer	3316
kdefastrestart	84093
kdeforge	58974
kdei18n-pl	38946
kdeinstaller	67245
kdelicious	43985
kdelogviewer	60288
kdemplayer	104873
kdenetmanager	95375
kdenlivecroatia	10769
kdentist	44018
kdepimpi	28987
kdeprint	64788
kdeproof	181584
kderdesktopgui	72227
kdereader	74593
kdesee	182506
kdeskphp	112356
kdesktop-ticker	73296
kdesnortalerter	134134
kdetmpltsrvmenu	81090
kdetp	161955
kdev-mysql-drv	116883
kdev51	105423
kdevcppunit	34698
kdevelop	64055
kdevenv	167609
kdevmon	83237
kdevos	74669
kdewanda	108893
kdewin32deps	122467
kdfio	37195
kdg	91714
kdgame	6789
kdhcpmanager	72401
kdhipe	140280
kdi	104802
kdiabetic	105060
kdiaporama	127310
kdiary	56925
kdiff3	702
kdigirail	50769
kding	70683
kdircbot	64660
kdirstat	80890
kdiskrescue	63537
kdm2	124347
kdmm	17978
kdmp	109514
kdo	103962
kdocker	39322
kdomino	140124
kdouble-mp	112495
kdownloader	36378
kdpi	35818
kdposter	132831
kdslbroadband	55518
kdsxml	38549
kdtree	91944
kdu	150886
kdvbrec	50489
kdvd	60758
kdvdauth	60062
kdvdauthor	144366
kdvdcreator	30061
kdvdstudio	148737
kdynograph	123500
kdz	126987
ke4	20946
kea	183841
kea-winemaker	38342
keapux	79914
keapuxadmin	85347
keaslinks	137294
keasprjmngr	65785
keasy	135440
keats	115248
kebap	65162
kebasdata	61111
kebek	106455
keboma	110753
kebox	161043
kecholink	158172
keco	181292
kecoak	77393
ked	142176
keda	179096
kedit	75009
kedolibraries	111729
kedora	76139
kedpm	27945
keduca	45367
kee	105603
keeda	141931
keeform	2752
keefox	19319
keel	47796
keelu	97647
keemikbt	104831
keenc	35133
keengest	40298
keengine	80491
keenmanager	108901
keenwarri	104865
keep	54799
keep-in-touch	27522
keep-js	99323
keep-power	107069
keepalive	22813
keepalived	60518
keepalivewebmin	155356
keepalivexp	56021
keepass	12
keepassafestore	73761
keepassbb	9316
keepasscocoa	103638
keepassiphone	16436
keepassj2me	1834
keepasssd	694
keepasssync	5008
keepassx	1282
keepconnection	122948
keepcontactin	106619
keeper	154873
keepingtrack	91752
keepingyourcomp	47381
keepintouch	57604
keepit	35823
keepmymusicup2d	63885
keepright	6532
keeptalking	82939
keepthesheep	103839
keeptoolkit	6990
kees	17996
keeuu	56475
keewurd	123383
keeyai-flame	54546
keeyai-tail	44809
kefe	74892
keffects	93841
kefir	44436
kefir-bb	3057
kegie	51188
kegs	122660
kehei-wiki	46251
keikaku3d	53522
keipad	73425
keirua	142177
keitaidata	161472
keitaiflash	9567
keiths-putty	48112
keitty	137643
kekecache	30152
kekedb	47893
kekelfig	0
kekeplan	157912
kelapa	80282
keld	33902
kelektorcd	79512
kelis	117631
kelix	114978
kellywebphoto	106654
kelo	105274
kelp	31686
kelpforest	48617
kelpi	96591
kelu	120550
kemanager	16589
keme	435
kemerge	51349
kemistry	44346
kemodd	23254
kempd	134551
kemul	44465
kemulator	39550
kena	19542
kenaxos	67328
kencc	134600
kencoder	29489
kender-fwdata	136673
kenderframework	136108
kendotournament	15112
kenealogy	0
keng	130084
kengine	46713
kengine2d	130814
kengoo	105119
kengu	122102
kenjin	141099
kennelmanager	117493
kennethirc	79331
kenning	133807
kennismanager	78125
kennwhite	10992
kenoah-sb	116099
kenosis	11888
kenshira	60623
kensington	180113
kenstermail	74498
kent	65282
kentekeninfo	116857
kentongan	135642
kentonian	95265
kentsoftwareint	101878
kenvy24	38151
kenydraw	67204
kenyersel	22501
keonaxms	129362
keosengine	38355
keow	20077
kepas	39870
kepcalc	64748
kephra	12204
kepler	32889
keplercode	93899
keplerweka	3264
kepner	126798
kepower	135599
kepty	69965
kerama	30224
kerberizer	18343
kerberos	60518
kerbeschutz	127676
kerblue	10379
kerbong	65085
kerbproto	34061
kerio	49925
kerioinswedish	27830
kerjodando	110976
kerl	19266
kerm	7448
kermcms	121598
kermit	24722
kermod	10084
kern	139490
kern-engine	98107
kern-proof	22890
kerncob	25035
kerncomp	33348
kerncompilator	135401
kernel	62035
kernel-estanio	62816
kernel-i18n	144352
kernel-janitor	26993
kernel-monitor	127219
kernel-perf	20305
kernel-watch	60483
kernel-wizard	81605
kernel32ddl	121022
kernelanalyzer	69519
kernelbook	14801
kernelbuildhelp	114249
kernelc	51092
kernelconf	92590
kerneldebug	136242
kerneldigger	75524
kerneler	28525
kernelex	3625
kernelgui	109943
kernelloader	8925
kernelpanic	86901
kernelpeel	157439
kernelptbr	92418
kernelrpm	29309
kernelsource	48423
kernelx	182726
kernetixauth	21111
kernfach	66907
kerngen	20756
kernin	56344
kernkit	94429
kernow	49092
kernowforsaxon	15379
kerntest	35794
kernux	57080
keros	4691
kerrighed	109079
kerrpicstep	53568
kertificate	171433
kertikula	110492
kerx	31590
kesasar	147658
kescms	80764
kesi	38153
keso-project	44118
kestrel	26213
ketaba	108487
keterna	30035
ketm-es	137219
ketm-gg	31146
ketoan	107769
ketsap	106190
ketu	42034
keuklid	179452
keul-plone	41946
keunechat	100910
keurochange	62148
kevedit	9788
kevin	49959
kevin7kal	127900
kevinlib	123219
kevix	124044
kevora	1204
kew	53956
kewl	50504
kewl-tanks	125356
kewlcode	64226
kewler	111210
kewlsm	155447
kewlwrite	140841
kexchange	37369
kexchat	96629
kexis	44107
kexpcalc	41821
kextragames	53757
kexx2	71508
kexxbros	64743
kexxdropper	77856
key	58000
key-diff	78426
key-scripter	45546
key-state32	79112
key-stone	57175
keyano	47121
keyasciix	26943
keybinding-util	36214
keyboardaccess	63463
keyboardep	88499
keyboardevolve	121887
keyboardjedi	109304
keyboardlink	54422
keyboardmanager	61552
keyboardpath	135818
keyboardtools	83786
keybounceapple	38385
keybrddrivengui	96445
keycenter4nb	71315
keychain	32635
keychaindd	7979
keycounter	55708
keyd	65056
keydeal	96783
keyfinder	650
keyforum	137594
keyframe	40097
keyfrog	10655
keyfromimage	122885
keyhole	173134
keyjnotegnome	30736
keyjuke	123109
keylargo	52970
keylib	49644
keylime	123961
keylock	123225
keylocker	52093
keylogger	150502
keyloggerhooks	93454
keymacros	119682
keymaker	144042
keymanager	37536
keymaster	147827
keymax	111256
keymouse	75259
keynote	9494
keynote-newfeat	3255
keyos	168863
keypaws	99652
keyplay	67955
keyplex	64668
keypod	107547
keypress	39587
keypressnoiser	147079
keyput	91713
keyrecord	88896
keyrescf	111360
keyrex	4422
keyringsplashid	76616
keyros	141628
keyrun	50439
keysec	109011
keyshort	115089
keysid	64960
keysigd	123544
keysrpg	92153
keystart	107574
keystate	39533
keystone	59771
keystore	104602
keystoremng	77360
keystory	57450
keystothekingdo	66017
keystroke	17378
keytool	5429
keytouch	3060
keyutil	100900
keyval	102669
keyvaultdotorg	142861
keyvil	83880
keywatch	109875
keywi	112974
keyword	135905
keywordengine	0
keywordextract	102884
keywordfinderz	41480
keywordrankingt	20833
keywordtester	103513
keyxtractor	157636
keyz	13328
keyzero	95021
kezb	130532
kf-jpeg-fitsize	69763
kface	91129
kfacts-surveys	130892
kfb	40671
kfbadmin	138507
kfbot	101785
kfcloader-wow	89579
kfd-gchet	52225
kfdi	72655
kfeedreader	75836
kfem	41009
kfemate	44452
kffff	91866
kffl	127783
kfig	24662
kfig4	23347
kfile	71363
kfile-cert	54986
kfile-matroska	110224
kfilecardlearn	84728
kfilecoder	9352
kfilereplace	11220
kfilm	21121
kfilter	53369
kfinance	75280
kfindcd	127633
kfirpgcreator	24964
kfish	64441
kflash	113489
kflashcard	84792
kfli4l	48439
kfli4lcc	162409
kflickr	11663
kflowcytometryq	12756
kfocus	16222
kfoosms	145856
kforum	138601
kfouleggs	13294
kfplan	107571
kfprot	86246
kfractal	71258
kfreeb	48317
kfreedb	63905
kfreeflight	25385
kfreerings	22754
kfs	65263
kfsczcal	50382
kfsfindef	48982
kfsgeoref	56452
kfskilluproclst	48500
kfsr	82691
kfstab	38485
kft	117432
kfte	62489
kftp	19080
kftpgrabber	66369
kfw	48664
kfx-klue	82421
kfz	59985
kg-report	49131
kg2	111918
kg2kphpforum	55614
kgameoflife	56971
kgameplayer	178750
kgarbageshute	143830
kgarten	65975
kgb	19306
kgbarchiver	10962
kgbk-snake	92939
kgbmencoder	8154
kgc	171858
kgcalsync	107303
kgd	64784
kgdb	0
kgdb-light	0
kgdbtp	0
kge	0
kgem	0
kgentooconf	0
kgeo	0
kgest	0
kgestioninmobil	0
kget	0
kgetopts	0
kgffs	0
kgforth	0
kgftpc	0
kghtest1	0
kgi	0
kgi-wip	0
kgine	0
kgit	0
kglext	0
kglpic	0
kgmud	0
kgo-htmltopdf	0
kgoodstuff	0
kgp1	0
kgpl	0
kgraphspace	0
kgrubeditor	0
kgse-schoolrock	0
kgsoft0kg3d	0
kgsueme	0
kgtslog	0
kguestbook	0
kgui	0
kguitar	0
kguten	0
kgwiz	0
kgx	0
kh-massacre	0
khackmail	0
